sampleFiles	sampleLabel	sampleGroup	sampleCondition	sampleDay	sampleLane
SLX-11165.ORDRB09.HFMVTBBXX.s_1.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	B09	5	implants	28	1
SLX-11165.ORDRB09.HFMVTBBXX.s_2.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	B09	5	implants	28	2
SLX-11165.ORDRB09.HFN3MBBXX.s_5.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	B09	5	implants	28	5
SLX-11165.ORDRB09.HFN3MBBXX.s_6.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	B09	5	implants	28	6
SLX-11165.ORDRB09.HFN3MBBXX.s_7.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	B09	5	implants	28	7
SLX-11165.ORDRH11.HFMVTBBXX.s_1.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	H11	5	implants	28	1
SLX-11165.ORDRH11.HFMVTBBXX.s_2.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	H11	5	implants	28	2
SLX-11165.ORDRH11.HFN3MBBXX.s_5.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	H11	5	implants	28	5
SLX-11165.ORDRH11.HFN3MBBXX.s_6.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	H11	5	implants	28	6
SLX-11165.ORDRH11.HFN3MBBXX.s_7.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	H11	5	implants	28	7
SLX-11165.ORDRF04.HFMVTBBXX.s_1.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	F04	6	nerve_injury	1	1
SLX-11165.ORDRF04.HFMVTBBXX.s_2.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	F04	6	nerve_injury	1	2
SLX-11165.ORDRF04.HFN3MBBXX.s_5.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	F04	6	nerve_injury	1	5
SLX-11165.ORDRF04.HFN3MBBXX.s_6.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	F04	6	nerve_injury	1	6
SLX-11165.ORDRF04.HFN3MBBXX.s_7.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	F04	6	nerve_injury	1	7
SLX-11165.ORDRA06.HFMVTBBXX.s_1.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	A06	6	nerve_injury	1	1
SLX-11165.ORDRA06.HFMVTBBXX.s_2.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	A06	6	nerve_injury	1	2
SLX-11165.ORDRA06.HFN3MBBXX.s_5.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	A06	6	nerve_injury	1	5
SLX-11165.ORDRA06.HFN3MBBXX.s_6.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	A06	6	nerve_injury	1	6
SLX-11165.ORDRA06.HFN3MBBXX.s_7.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	A06	6	nerve_injury	1	7
SLX-11165.ORDRB07.HFMVTBBXX.s_1.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	B07	6	nerve_injury	1	1
SLX-11165.ORDRB07.HFMVTBBXX.s_2.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	B07	6	nerve_injury	1	2
SLX-11165.ORDRB07.HFN3MBBXX.s_5.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	B07	6	nerve_injury	1	5
SLX-11165.ORDRB07.HFN3MBBXX.s_6.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	B07	6	nerve_injury	1	6
SLX-11165.ORDRB07.HFN3MBBXX.s_7.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	B07	6	nerve_injury	1	7
SLX-11165.ORDRC08.HFMVTBBXX.s_1.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	C08	6	nerve_injury	1	1
SLX-11165.ORDRC08.HFMVTBBXX.s_2.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	C08	6	nerve_injury	1	2
SLX-11165.ORDRC08.HFN3MBBXX.s_5.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	C08	6	nerve_injury	1	5
SLX-11165.ORDRC08.HFN3MBBXX.s_6.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	C08	6	nerve_injury	1	6
SLX-11165.ORDRC08.HFN3MBBXX.s_7.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	C08	6	nerve_injury	1	7
SLX-11165.ORDRG09.HFMVTBBXX.s_1.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	G09	6	nerve_injury	1	1
SLX-11165.ORDRG09.HFMVTBBXX.s_2.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	G09	6	nerve_injury	1	2
SLX-11165.ORDRG09.HFN3MBBXX.s_5.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	G09	6	nerve_injury	1	5
SLX-11165.ORDRG09.HFN3MBBXX.s_6.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	G09	6	nerve_injury	1	6
SLX-11165.ORDRG09.HFN3MBBXX.s_7.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	G09	6	nerve_injury	1	7
SLX-11165.ORDRA11.HFMVTBBXX.s_1.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	A11	6	nerve_injury	1	1
SLX-11165.ORDRA11.HFMVTBBXX.s_2.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	A11	6	nerve_injury	1	2
SLX-11165.ORDRA11.HFN3MBBXX.s_5.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	A11	6	nerve_injury	1	5
SLX-11165.ORDRA11.HFN3MBBXX.s_6.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	A11	6	nerve_injury	1	6
SLX-11165.ORDRA11.HFN3MBBXX.s_7.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	A11	6	nerve_injury	1	7
SLX-11165.ORDRH04.HFMVTBBXX.s_1.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	H04	7	nerve_injury	4	1
SLX-11165.ORDRH04.HFMVTBBXX.s_2.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	H04	7	nerve_injury	4	2
SLX-11165.ORDRH04.HFN3MBBXX.s_5.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	H04	7	nerve_injury	4	5
SLX-11165.ORDRH04.HFN3MBBXX.s_6.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	H04	7	nerve_injury	4	6
SLX-11165.ORDRH04.HFN3MBBXX.s_7.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	H04	7	nerve_injury	4	7
SLX-11165.ORDRC06.HFMVTBBXX.s_1.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	C06	7	nerve_injury	4	1
SLX-11165.ORDRC06.HFMVTBBXX.s_2.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	C06	7	nerve_injury	4	2
SLX-11165.ORDRC06.HFN3MBBXX.s_5.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	C06	7	nerve_injury	4	5
SLX-11165.ORDRC06.HFN3MBBXX.s_6.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	C06	7	nerve_injury	4	6
SLX-11165.ORDRC06.HFN3MBBXX.s_7.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	C06	7	nerve_injury	4	7
SLX-11165.ORDRE08.HFMVTBBXX.s_1.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	E08	7	nerve_injury	4	1
SLX-11165.ORDRE08.HFMVTBBXX.s_2.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	E08	7	nerve_injury	4	2
SLX-11165.ORDRE08.HFN3MBBXX.s_5.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	E08	7	nerve_injury	4	5
SLX-11165.ORDRE08.HFN3MBBXX.s_6.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	E08	7	nerve_injury	4	6
SLX-11165.ORDRE08.HFN3MBBXX.s_7.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	E08	7	nerve_injury	4	7
SLX-11165.ORDRA10.HFMVTBBXX.s_1.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	A10	7	nerve_injury	4	1
SLX-11165.ORDRA10.HFMVTBBXX.s_2.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	A10	7	nerve_injury	4	2
SLX-11165.ORDRA10.HFN3MBBXX.s_5.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	A10	7	nerve_injury	4	5
SLX-11165.ORDRA10.HFN3MBBXX.s_6.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	A10	7	nerve_injury	4	6
SLX-11165.ORDRA10.HFN3MBBXX.s_7.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	A10	7	nerve_injury	4	7
SLX-11165.ORDRC11.HFMVTBBXX.s_1.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	C11	7	nerve_injury	4	1
SLX-11165.ORDRC11.HFMVTBBXX.s_2.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	C11	7	nerve_injury	4	2
SLX-11165.ORDRC11.HFN3MBBXX.s_5.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	C11	7	nerve_injury	4	5
SLX-11165.ORDRC11.HFN3MBBXX.s_6.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	C11	7	nerve_injury	4	6
SLX-11165.ORDRC11.HFN3MBBXX.s_7.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	C11	7	nerve_injury	4	7
SLX-11165.ORDRC12.HFMVTBBXX.s_1.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	C12	7	nerve_injury	4	1
SLX-11165.ORDRC12.HFMVTBBXX.s_2.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	C12	7	nerve_injury	4	2
SLX-11165.ORDRC12.HFN3MBBXX.s_5.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	C12	7	nerve_injury	4	5
SLX-11165.ORDRC12.HFN3MBBXX.s_6.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	C12	7	nerve_injury	4	6
SLX-11165.ORDRC12.HFN3MBBXX.s_7.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	C12	7	nerve_injury	4	7
SLX-11165.ORDRE06.HFMVTBBXX.s_1.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	E06	8	nerve_injury	7	1
SLX-11165.ORDRE06.HFMVTBBXX.s_2.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	E06	8	nerve_injury	7	2
SLX-11165.ORDRE06.HFN3MBBXX.s_5.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	E06	8	nerve_injury	7	5
SLX-11165.ORDRE06.HFN3MBBXX.s_6.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	E06	8	nerve_injury	7	6
SLX-11165.ORDRE06.HFN3MBBXX.s_7.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	E06	8	nerve_injury	7	7
SLX-11165.ORDRG08.HFMVTBBXX.s_1.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	G08	8	nerve_injury	7	1
SLX-11165.ORDRG08.HFMVTBBXX.s_2.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	G08	8	nerve_injury	7	2
SLX-11165.ORDRG08.HFN3MBBXX.s_5.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	G08	8	nerve_injury	7	5
SLX-11165.ORDRG08.HFN3MBBXX.s_6.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	G08	8	nerve_injury	7	6
SLX-11165.ORDRG08.HFN3MBBXX.s_7.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	G08	8	nerve_injury	7	7
SLX-11165.ORDRC10.HFMVTBBXX.s_1.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	C10	8	nerve_injury	7	1
SLX-11165.ORDRC10.HFMVTBBXX.s_2.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	C10	8	nerve_injury	7	2
SLX-11165.ORDRC10.HFN3MBBXX.s_5.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	C10	8	nerve_injury	7	5
SLX-11165.ORDRC10.HFN3MBBXX.s_6.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	C10	8	nerve_injury	7	6
SLX-11165.ORDRC10.HFN3MBBXX.s_7.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	C10	8	nerve_injury	7	7
SLX-11165.ORDRE11.HFMVTBBXX.s_1.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	E11	8	nerve_injury	7	1
SLX-11165.ORDRE11.HFMVTBBXX.s_2.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	E11	8	nerve_injury	7	2
SLX-11165.ORDRE11.HFN3MBBXX.s_5.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	E11	8	nerve_injury	7	5
SLX-11165.ORDRE11.HFN3MBBXX.s_6.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	E11	8	nerve_injury	7	6
SLX-11165.ORDRE11.HFN3MBBXX.s_7.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	E11	8	nerve_injury	7	7
SLX-11165.ORDRE12.HFMVTBBXX.s_1.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	E12	8	nerve_injury	7	1
SLX-11165.ORDRE12.HFMVTBBXX.s_2.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	E12	8	nerve_injury	7	2
SLX-11165.ORDRE12.HFN3MBBXX.s_5.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	E12	8	nerve_injury	7	5
SLX-11165.ORDRE12.HFN3MBBXX.s_6.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	E12	8	nerve_injury	7	6
SLX-11165.ORDRE12.HFN3MBBXX.s_7.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	E12	8	nerve_injury	7	7
SLX-11165.ORDRB05.HFMVTBBXX.s_1.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	B05	8	nerve_injury	7	1
SLX-11165.ORDRB05.HFMVTBBXX.s_2.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	B05	8	nerve_injury	7	2
SLX-11165.ORDRB05.HFN3MBBXX.s_5.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	B05	8	nerve_injury	7	5
SLX-11165.ORDRB05.HFN3MBBXX.s_6.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	B05	8	nerve_injury	7	6
SLX-11165.ORDRB05.HFN3MBBXX.s_7.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	B05	8	nerve_injury	7	7
SLX-11165.ORDRD05.HFMVTBBXX.s_1.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	D05	9	nerve_injury	14	1
SLX-11165.ORDRD05.HFMVTBBXX.s_2.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	D05	9	nerve_injury	14	2
SLX-11165.ORDRD05.HFN3MBBXX.s_5.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	D05	9	nerve_injury	14	5
SLX-11165.ORDRD05.HFN3MBBXX.s_6.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	D05	9	nerve_injury	14	6
SLX-11165.ORDRD05.HFN3MBBXX.s_7.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	D05	9	nerve_injury	14	7
SLX-11165.ORDRG06.HFMVTBBXX.s_1.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	G06	9	nerve_injury	14	1
SLX-11165.ORDRG06.HFMVTBBXX.s_2.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	G06	9	nerve_injury	14	2
SLX-11165.ORDRG06.HFN3MBBXX.s_5.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	G06	9	nerve_injury	14	5
SLX-11165.ORDRG06.HFN3MBBXX.s_6.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	G06	9	nerve_injury	14	6
SLX-11165.ORDRG06.HFN3MBBXX.s_7.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	G06	9	nerve_injury	14	7
SLX-11165.ORDRC07.HFMVTBBXX.s_1.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	C07	9	nerve_injury	14	1
SLX-11165.ORDRC07.HFMVTBBXX.s_2.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	C07	9	nerve_injury	14	2
SLX-11165.ORDRC07.HFN3MBBXX.s_5.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	C07	9	nerve_injury	14	5
SLX-11165.ORDRC07.HFN3MBBXX.s_6.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	C07	9	nerve_injury	14	6
SLX-11165.ORDRC07.HFN3MBBXX.s_7.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	C07	9	nerve_injury	14	7
SLX-11165.ORDRG07.HFMVTBBXX.s_1.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	G07	9	nerve_injury	14	1
SLX-11165.ORDRG07.HFMVTBBXX.s_2.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	G07	9	nerve_injury	14	2
SLX-11165.ORDRG07.HFN3MBBXX.s_5.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	G07	9	nerve_injury	14	5
SLX-11165.ORDRG07.HFN3MBBXX.s_6.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	G07	9	nerve_injury	14	6
SLX-11165.ORDRG07.HFN3MBBXX.s_7.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	G07	9	nerve_injury	14	7
SLX-11165.ORDRG11.HFMVTBBXX.s_1.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	G11	9	nerve_injury	14	1
SLX-11165.ORDRG11.HFMVTBBXX.s_2.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	G11	9	nerve_injury	14	2
SLX-11165.ORDRG11.HFN3MBBXX.s_5.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	G11	9	nerve_injury	14	5
SLX-11165.ORDRG11.HFN3MBBXX.s_6.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	G11	9	nerve_injury	14	6
SLX-11165.ORDRG11.HFN3MBBXX.s_7.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	G11	9	nerve_injury	14	7
SLX-11165.ORDRG12.HFMVTBBXX.s_1.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	G12	9	nerve_injury	14	1
SLX-11165.ORDRG12.HFMVTBBXX.s_2.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	G12	9	nerve_injury	14	2
SLX-11165.ORDRG12.HFN3MBBXX.s_5.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	G12	9	nerve_injury	14	5
SLX-11165.ORDRG12.HFN3MBBXX.s_6.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	G12	9	nerve_injury	14	6
SLX-11165.ORDRG12.HFN3MBBXX.s_7.r_1_trimmed_GRCm38_star.bam_htseq_counts.txt	G12	9	nerve_injury	14	7
